conglome,vivienda,hogar,codperso,ocupinf_t1,ocupinf_t2,sexo,edad,estadocivil,tuvotrabajo,categoria_trabajador,trabajopara,registrosunat,cuentassunat,tipocontrato,numpersonastrabajo,tuvootrotrabajo,normtrabaja,horas_normtrabaja,disponiblehorastrabajar,deseaotrotrabajo,antepasadosconsidera,perteneceindig,lenguamaterna,niveleduc,asiste_educ,usointernet,viviadistrito,padece_enfer,sintoma_malestar,enfermedad,recaida,accidente,notuvoenf,essalud,seguroprivado,eps,seguroffaa,sis,tipovivienda,materialparedes,materialpisos,materialtechos,habitaciones,habitacionesdormir,vivienda_status,viviendatitulo,agua_procedencia,agua_potable,conexionsshh,electricidad,celular,internet,personas_ingresos,personas_hogar,pobreza,periodo,status_inf,tiempotrabajo,alquiler,horastotales_sempasada,ingtrabw
002015,031,11,01,2,2,1,61,2,1,3,6,1,1,1,1,1,1,45,2,2,1,2,4,10,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,2,1,1,2,2,3,2014-2015,0,12,1500,45,62955
002015,031,11,02,2,2,2,61,2,2,3,6,1,1,1,1,2,2,40,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,2,1,1,2,2,3,2014-2015,0,17,1500,0,27898
002015,046,11,03,2,2,1,30,6,1,3,6,1,1,2,3,2,1,40,2,2,6,2,4,11,2,1,1,1,0,0,0,0,1,2,2,1,2,2,1,1,3,1,6,4,2,1,1,1,1,1,1,1,4,4,3,2014-2015,0,3,2000,40,39058
002015,046,11,04,2,2,1,28,6,1,3,6,1,1,2,1,2,1,40,2,2,8,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,4,2,1,1,1,1,1,1,1,4,4,3,2014-2015,0,.5,2000,40,38888
002015,068,11,01,2,1,1,71,2,1,3,5,1,1,5,4,2,1,33,2,1,8,2,2,4,2,2,1,1,1,1,0,0,0,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,0,2,3,3,2014-2015,1,6,500,33,9562
002015,084,11,01,2,2,1,60,2,1,1,99,2,2,99,1,2,1,54,2,2,6,2,4,5,2,2,1,1,0,1,0,0,0,2,2,2,2,2,1,1,3,1,4,2,2,1,1,1,1,2,1,1,3,4,3,2014-2015,0,38,800,54,16913
002027,037,11,01,2,2,1,30,6,1,3,6,1,1,2,4,2,1,48,2,2,6,2,4,8,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,2,1,1,1,1,3,2014-2015,0,.25,650,48,10847
002027,070,11,02,2,2,2,55,2,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,1,2,1,1,5,1,4,3,2,2,1,1,1,1,1,1,4,5,3,2014-2015,0,25,800,30,25055
002027,070,11,04,2,2,2,29,6,1,3,2,99,99,2,5,2,1,44,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,2,2,1,1,1,1,1,1,4,5,3,2014-2015,0,.66666669,800,44,34119
002032,077,11,01,2,2,1,43,5,1,3,6,1,1,2,4,2,1,48,2,2,6,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,3,2,2,1,1,1,1,1,1,0,3,3,3,2014-2015,0,10,850,48,28329
002032,090,11,01,2,2,1,46,2,1,1,99,2,1,99,1,2,1,60,2,2,8,3,4,8,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,3,2,1,1,1,1,1,1,1,1,4,3,2014-2015,0,15,500,60,23792.225
002033,030,11,01,2,2,1,57,2,1,4,6,1,1,1,4,2,1,48,2,2,6,1,4,6,2,2,1,2,0,1,0,0,0,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,1,3,5,3,2014-2015,0,5,1000,48,32497
002033,086,11,01,2,1,1,52,1,1,2,99,2,2,99,1,1,1,73,2,2,6,2,4,9,2,1,1,1,0,0,0,0,1,2,2,2,2,2,1,1,3,1,5,4,2,1,1,1,1,1,1,1,3,5,3,2014-2015,1,18,700,73,108184
002033,086,11,03,2,1,1,28,6,1,3,6,1,1,2,5,2,1,48,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,2,1,2,2,2,1,1,3,1,5,4,2,1,1,1,1,1,1,1,3,5,3,2014-2015,1,1,700,48,15446
002033,095,11,01,2,2,1,38,2,1,1,99,2,1,99,1,2,1,56,2,2,6,2,4,6,2,1,1,1,1,0,0,0,0,2,2,2,2,2,1,1,3,1,5,4,1,99,1,1,1,2,1,1,1,7,3,2014-2015,0,2,500,56,69395
002045,024,11,02,2,1,2,48,2,1,1,99,2,2,99,1,2,1,66,2,2,6,2,1,4,2,2,1,1,0,0,1,0,0,2,2,2,2,2,1,1,2,1,3,2,2,1,1,1,1,2,1,1,4,4,3,2014-2015,1,3.25,300,66,21032
002045,024,11,03,2,1,2,23,6,1,3,6,1,1,2,4,2,1,48,1,1,5,2,4,8,2,1,2,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,3,2,2,1,1,1,1,2,1,1,4,4,3,2014-2015,1,.58333331,300,48,13113.6
002045,117,11,01,2,2,1,50,1,1,1,99,2,2,99,1,2,1,60,2,2,6,2,4,6,2,2,1,1,0,0,0,0,1,2,2,2,2,2,1,1,5,1,6,3,2,2,1,1,1,1,1,1,2,4,3,2014-2015,0,24,200,60,30219
002060,009,11,02,2,2,2,38,2,1,2,99,2,2,99,1,1,1,80,2,2,6,2,4,8,2,1,1,2,1,0,0,0,0,2,2,2,2,2,1,1,1,1,1,0,6,99,1,1,1,2,1,1,2,3,3,2014-2015,0,6,500,80,29673
002063,029,11,01,2,1,1,38,1,1,4,6,2,2,2,1,2,1,48,2,2,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,1,0,1,99,2,1,2,2,0,0,1,3,3,2014-2015,1,1,180,48,15353
002064,012,11,02,2,2,1,33,6,1,3,6,1,1,2,5,2,1,48,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,7,6,2,1,1,1,1,1,1,1,2,2,3,2014-2015,0,2.4166667,800,48,35624
002064,073,11,02,2,2,2,27,6,1,3,6,1,1,2,4,2,1,40,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,8,6,2,2,1,1,1,1,0,0,2,3,3,2014-2015,0,10,500,40,15160
002074,094,11,01,2,2,1,61,2,1,2,99,2,1,99,1,2,1,40,2,2,5,2,4,10,2,1,1,1,0,0,0,0,1,2,1,2,2,2,1,1,2,1,6,3,2,1,1,1,1,1,1,1,2,4,3,2014-2015,0,16.25,0,40,113344
002074,094,11,03,2,2,1,27,6,1,3,2,99,99,2,5,2,1,84,2,2,5,2,4,10,2,1,1,2,0,0,0,0,1,1,1,2,2,2,1,1,2,1,6,3,2,1,1,1,1,1,1,1,2,4,3,2014-2015,0,.083333336,0,84,41979
002075,012,11,02,2,2,2,53,6,1,3,6,1,1,2,3,2,1,45,2,2,5,2,4,11,2,1,1,1,1,1,0,0,0,1,1,2,2,2,1,1,3,1,6,5,2,1,1,1,1,1,1,0,4,5,3,2014-2015,0,6,800,45,179750
002075,012,11,03,2,2,1,43,2,1,3,6,2,2,2,1,2,1,54,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,6,5,2,1,1,1,1,1,1,0,4,5,3,2014-2015,0,5,800,54,29959
002075,012,11,04,2,1,2,44,2,1,3,6,2,2,2,1,2,1,49,2,2,6,2,4,8,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,6,5,2,1,1,1,1,1,1,0,4,5,3,2014-2015,1,7,800,49,26962
002086,030,11,02,2,2,2,26,5,1,3,6,2,1,2,1,2,1,32,2,2,6,3,4,5,2,2,1,1,1,1,0,0,0,1,2,2,2,2,1,7,6,4,1,1,6,99,7,99,1,,1,0,2,3,2,2014-2015,0,.25,100,32,9047
002086,045,11,03,2,2,1,34,2,1,3,6,1,1,2,3,2,1,34,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,1,2,2,1,1,3,1,4,3,3,2,1,1,1,1,1,1,5,6,3,2014-2015,0,1,800,34,33715
002086,045,11,06,2,2,1,35,1,2,3,2,99,99,1,5,2,2,35,2,2,6,2,4,10,2,1,2,2,0,1,0,0,0,1,2,2,2,2,1,1,3,1,4,3,3,2,1,1,1,1,1,1,5,6,3,2014-2015,0,13,800,0,18600
002086,069,11,02,2,2,2,39,6,1,3,6,1,1,2,5,2,1,48,2,2,8,3,4,10,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,3,4,3,2014-2015,0,15,400,48,37740
002086,069,11,03,2,1,1,50,5,1,3,6,1,1,2,2,2,2,48,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,3,4,3,2014-2015,1,15,400,30,15408
002090,041,11,01,2,2,1,22,6,1,3,6,1,1,2,1,2,1,48,2,2,6,2,4,9,1,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,1,6,99,7,99,4,2,1,0,1,1,3,2014-2015,0,1,200,48,13826
002090,061,11,01,2,2,2,38,5,1,3,5,1,1,2,5,2,1,48,2,2,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,7,5,4,2,2,3,2,7,99,4,2,1,0,2,3,2,2014-2015,0,6,50,48,17703
002090,061,11,02,2,2,2,18,6,1,4,5,1,1,2,4,2,1,48,2,2,6,2,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,7,5,4,2,2,3,2,7,99,4,2,1,0,2,3,2,2014-2015,0,.16666667,50,48,10956
002090,091,11,01,2,1,1,58,2,1,4,6,2,2,2,1,2,1,72,2,2,6,2,1,5,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,2,3,3,2014-2015,1,3,300,72,15791
002091,015,14,02,2,2,2,33,5,1,3,2,99,99,6,5,2,1,40,2,2,6,2,4,7,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,4,8,3,2014-2015,0,3,300,40,11779
002091,015,44,01,2,1,1,33,5,1,4,2,99,99,6,5,1,1,58,2,2,6,2,4,7,2,2,1,2,0,0,0,0,1,1,2,2,2,2,,,,,,,2,1,1,1,1,1,1,1,1,2,3,2014-2015,1,.41666666,150,58,24793
002091,081,11,03,2,2,1,60,6,1,3,2,99,99,1,5,2,1,50,2,2,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,4,3,2,2,1,1,1,1,1,0,3,3,3,2014-2015,0,40,1000,50,12881
002093,005,11,02,2,2,1,29,6,1,3,6,1,1,2,5,2,1,66,2,2,6,1,4,6,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,7,5,4,2,1,3,3,1,1,1,1,1,0,3,3,3,2014-2015,0,2.0833333,200,66,16965
002093,080,11,01,2,2,2,68,5,1,4,6,1,1,1,1,2,1,45,2,2,6,1,4,4,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,5,2,2,1,1,1,1,1,1,0,2,2,3,2014-2015,0,32.416668,300,45,15244
002093,080,11,02,2,2,1,29,5,1,4,6,1,1,1,1,2,1,55,1,1,7,2,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,5,2,2,1,1,1,1,1,1,0,2,2,3,2014-2015,0,4.75,300,55,14457
002102,003,11,02,2,2,2,41,6,1,3,2,99,99,6,5,2,1,44,2,2,6,2,4,8,2,1,1,1,1,0,1,0,0,1,2,2,2,2,1,1,5,1,3,2,3,2,1,1,1,1,1,0,2,2,3,2014-2015,0,.75,600,44,15089
002102,041,11,02,2,2,2,58,3,1,3,6,1,1,2,5,2,1,60,2,2,6,2,4,9,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,6,5,3,1,1,1,1,1,1,1,4,7,3,2014-2015,0,30.25,800,60,50633
002102,041,11,03,2,2,1,62,1,1,3,6,1,1,2,5,2,2,48,2,2,6,2,4,11,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,5,1,6,5,3,1,1,1,1,1,1,1,4,7,3,2014-2015,0,1.5,800,59,187742
002102,041,11,05,2,2,1,23,1,1,3,6,1,1,2,4,2,2,48,2,2,6,2,4,9,1,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,6,5,3,1,1,1,1,1,1,1,4,7,3,2014-2015,0,2.25,800,59,34277
002102,061,11,03,2,2,2,31,6,1,3,6,1,1,2,1,2,1,55,2,2,6,2,4,8,2,1,1,2,1,1,0,0,0,1,2,1,2,2,1,1,5,1,8,4,3,1,1,1,1,1,1,0,4,5,3,2014-2015,0,.66666669,600,55,19162
002102,061,11,04,2,2,2,37,5,1,3,2,99,99,2,5,2,1,16,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,8,4,3,1,1,1,1,1,1,0,4,5,3,2014-2015,0,5.25,600,16,14889
002102,097,11,01,2,2,1,37,2,1,3,2,99,99,6,5,1,1,64,2,2,6,2,4,8,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,3,6,99,1,1,1,1,1,1,2,5,3,2014-2015,0,2.25,600,64,40296
002102,097,11,02,2,2,2,37,2,1,3,2,99,99,6,5,1,2,51,2,2,6,2,4,8,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,3,6,99,1,1,1,1,1,1,2,5,3,2014-2015,0,4.25,600,39,21646
002109,006,11,02,2,2,2,46,1,1,3,2,99,99,2,5,2,1,24,2,2,7,1,4,9,1,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,4,8,4,2,1,1,1,1,1,1,0,4,8,3,2014-2015,0,4,0,24,14108
002109,006,11,03,2,2,1,24,6,1,3,6,1,1,2,4,2,1,45,1,,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,4,8,4,2,1,1,1,1,1,1,0,4,8,3,2014-2015,0,3,0,45,35060
002113,006,11,01,2,2,1,40,2,1,3,2,99,99,2,5,2,1,50,2,2,6,2,4,8,2,1,1,2,1,0,0,0,0,2,2,2,1,2,1,1,5,4,4,3,2,1,1,1,1,2,1,1,2,4,3,2014-2015,0,16,350,50,23647
002113,006,11,02,2,1,2,43,2,1,6,99,99,99,7,1,1,1,30,2,2,6,2,4,10,2,1,1,1,1,0,1,0,0,1,2,2,2,2,1,1,5,4,4,3,2,1,1,1,1,2,1,1,2,4,3,2014-2015,1,5,350,30,16649
002113,016,11,03,2,2,2,31,2,1,3,6,1,1,1,4,2,1,50,2,2,6,2,4,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,1,3,5,3,2014-2015,0,.91666669,680,50,12994
002113,016,11,04,2,2,1,32,2,1,3,6,1,1,5,4,2,1,50,2,2,6,2,4,6,2,1,1,2,1,1,0,0,0,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,1,3,5,3,2014-2015,0,.5,680,50,9511
002113,042,11,03,2,1,2,27,6,1,3,6,1,1,2,1,2,1,30,2,2,6,2,4,10,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,3,1,5,4,2,1,1,1,1,1,1,1,5,9,3,2014-2015,1,.66666669,300,30,8916
002113,042,11,05,2,1,1,48,2,1,3,2,99,99,2,5,2,1,48,2,2,8,3,4,6,1,1,1,2,0,0,0,0,1,2,2,2,1,2,1,1,3,1,5,4,2,1,1,1,1,1,1,1,5,9,3,2014-2015,1,25,300,48,18738
002121,016,11,01,2,2,1,56,2,1,3,6,1,1,1,4,2,1,48,2,2,1,1,1,6,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,0,6,9,3,2014-2015,0,38,500,48,26969
002121,042,11,03,2,2,2,20,6,1,3,6,1,1,2,5,2,1,48,2,2,6,2,4,7,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,5,1,6,5,2,1,1,1,1,2,1,0,4,7,3,2014-2015,0,.16666667,1000,48,10795
002135,008,11,01,2,2,1,36,6,1,2,99,2,2,99,1,1,2,10,1,2,6,2,4,7,2,2,1,2,1,1,0,0,0,2,2,2,2,1,1,3,5,4,2,2,2,1,1,1,1,2,1,0,1,1,3,2014-2015,0,8,300,16,5357
002135,032,11,02,2,2,2,49,1,1,2,99,2,2,99,1,2,1,65,2,2,6,1,4,6,2,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,5,5,1,0,1,99,1,1,1,1,1,1,2,3,3,2014-2015,0,7,300,65,11906
002135,047,11,02,2,2,2,43,2,1,6,99,99,99,7,1,2,1,36,2,2,1,1,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,6,99,1,1,1,2,1,0,2,4,3,2014-2015,0,.16666667,150,36,8548
002144,032,11,01,2,2,1,33,1,1,1,99,2,1,99,1,2,1,59,2,2,6,2,1,5,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,5,3,2,1,99,1,1,1,1,1,0,2,4,3,2014-2015,0,3,350,59,13815
002144,032,11,02,2,2,2,27,1,1,3,2,99,99,2,5,1,2,35,2,2,6,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,3,5,5,3,2,1,99,1,1,1,1,1,0,2,4,3,2014-2015,0,.083333336,350,22,29898
002144,100,11,01,2,2,1,48,2,1,4,2,99,99,2,5,1,1,74,2,2,6,2,4,9,2,1,1,1,1,0,0,0,0,1,2,2,2,2,2,1,5,1,3,2,6,99,1,1,1,2,1,0,2,4,3,2014-2015,0,.83333331,150,74,15739
002146,040,11,03,2,2,2,24,2,1,3,6,1,1,2,5,2,1,42,2,2,6,1,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,2,2,1,1,1,1,1,1,3,5,3,2014-2015,0,.41666666,200,42,14416
002146,040,11,04,2,2,1,26,2,1,3,5,1,1,2,5,2,1,48,2,1,8,2,4,7,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,2,1,1,1,1,1,1,3,5,3,2014-2015,0,.83333331,200,48,22152
002146,060,11,01,2,2,1,47,2,1,4,6,2,1,1,1,1,2,48,2,2,6,1,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,2,2,1,6,99,1,1,1,1,1,0,1,5,3,2014-2015,0,26.5,150,51,13969.65
002156,095,11,02,2,2,1,35,1,1,4,6,1,1,2,5,2,1,45,2,2,8,2,4,6,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,3,5,5,6,4,2,2,1,1,1,1,1,0,2,6,3,2014-2015,0,2,300,45,31845
002159,087,11,01,2,2,1,35,2,1,4,6,2,1,1,1,2,1,48,2,2,6,2,4,6,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,1,1,1,1,5,3,2014-2015,0,10,800,48,32360
002159,097,11,01,2,2,1,62,1,1,2,99,2,1,99,1,1,1,88,2,2,1,2,4,8,2,2,1,1,0,0,0,0,1,2,2,2,2,2,1,1,5,1,4,3,6,99,1,1,1,1,1,0,6,9,3,2014-2015,0,12,700,88,1283
002159,097,11,02,2,1,2,48,1,1,2,99,2,1,99,1,1,1,72,1,,1,1,1,6,2,2,1,1,1,0,0,0,0,2,2,2,2,2,1,1,5,1,4,3,6,99,1,1,1,1,1,0,6,9,3,2014-2015,1,10,700,72,9706
002159,097,11,07,2,2,1,30,2,1,3,6,1,1,2,3,2,1,56,2,2,6,2,4,6,2,1,2,1,0,0,1,0,0,1,2,2,2,2,1,1,5,1,4,3,6,99,1,1,1,1,1,0,6,9,3,2014-2015,0,1.1666666,700,56,20469
002162,031,11,02,2,2,1,32,6,1,3,2,99,99,1,5,2,1,48,2,2,6,3,4,9,1,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,6,4,8,5,2,1,1,1,1,1,1,1,5,5,3,2014-2015,0,10,300,48,30594
002162,048,11,01,2,2,2,46,6,1,2,99,2,1,99,1,2,1,81,2,2,6,2,1,6,2,2,1,1,0,1,1,0,0,2,2,2,2,2,1,1,5,1,3,1,2,2,1,1,1,1,1,0,2,3,3,2014-2015,0,16.833334,250,81,11155
002162,079,11,02,2,2,2,49,2,1,3,2,99,99,1,5,2,1,48,2,2,6,2,4,8,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,4,3,2,1,1,1,1,1,1,1,2,3,3,2014-2015,0,29.666666,400,48,18466
002179,023,11,01,2,1,1,33,5,1,3,6,1,1,1,5,2,1,56,2,2,6,2,4,6,2,2,1,1,1,1,0,0,0,1,2,2,2,2,1,1,5,1,3,2,6,99,1,1,1,1,1,0,1,1,3,2014-2015,1,9.166667,250,56,23039
002179,058,12,01,2,2,1,56,2,2,4,6,1,1,1,5,2,2,46,2,2,1,2,4,8,2,2,1,2,1,1,0,0,0,1,2,1,2,2,1,1,5,1,4,2,6,99,1,1,1,1,1,0,3,4,3,2014-2015,0,27,400,0,26227
002179,058,22,01,2,1,1,59,2,1,4,6,1,1,5,4,2,1,48,2,2,1,3,1,4,2,2,1,1,0,0,0,0,1,1,2,2,2,2,,,,,,,6,99,1,1,1,1,1,0,2,2,3,2014-2015,1,.25,120,48,8944
002179,092,11,02,2,1,1,57,1,1,2,99,2,2,99,1,2,1,66,2,2,7,2,4,6,2,2,1,2,0,0,0,0,1,2,2,2,2,1,1,1,5,1,8,6,2,1,1,1,1,1,1,0,3,5,3,2014-2015,1,15,500,66,12262
002179,092,11,03,2,2,2,32,5,1,2,99,2,2,99,1,2,1,42,2,2,3,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,8,6,2,1,1,1,1,1,1,0,3,5,3,2014-2015,0,1,500,42,4904
002179,105,11,01,2,2,1,52,2,1,3,6,1,1,1,5,1,1,57,2,2,1,2,4,6,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,1,3,1,6,4,2,1,1,1,1,1,1,1,3,6,3,2014-2015,0,32,600,57,63928
002179,105,11,02,2,1,2,39,2,1,1,99,1,1,99,1,2,1,41,2,2,6,2,4,8,2,1,1,1,1,1,0,0,0,2,2,2,2,1,1,1,3,1,6,4,2,1,1,1,1,1,1,1,3,6,3,2014-2015,1,2.4166667,600,41,10422
002184,020,11,01,2,2,1,59,1,1,3,2,99,99,1,5,2,1,30,1,2,6,2,4,9,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,3,5,5,3,2,6,99,1,1,1,1,1,0,5,6,3,2014-2015,0,26,320,30,14283
002184,020,11,03,2,1,1,33,6,1,1,99,2,2,99,1,2,1,49,1,2,4,2,4,6,2,1,1,2,0,1,0,0,0,2,2,2,2,1,1,3,5,5,3,2,6,99,1,1,1,1,1,0,5,6,3,2014-2015,1,15,320,49,27985
002191,241,11,01,2,1,1,46,2,1,1,99,2,2,99,1,2,1,44,2,2,6,2,4,6,2,1,1,1,1,1,0,0,0,2,2,2,2,2,1,1,5,1,7,5,2,1,1,1,3,1,1,1,3,7,3,2014-2015,1,13,300,44,35514
002191,241,11,04,2,2,2,25,1,1,3,6,1,1,2,1,2,1,35,2,2,6,2,4,9,1,1,1,1,1,1,0,0,0,1,2,1,2,2,1,1,5,1,7,5,2,1,1,1,3,1,1,1,3,7,3,2014-2015,0,6,300,35,30709
002194,013,11,01,2,1,1,57,2,1,4,6,1,1,7,2,1,1,52,2,2,6,1,1,6,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,3,5,5,4,2,2,2,1,1,3,1,1,0,1,2,3,2014-2015,1,20,150,52,45848.5
002194,044,22,01,2,2,1,25,1,1,3,6,1,1,2,2,2,1,48,2,2,8,3,4,9,2,1,2,1,1,0,0,0,0,1,2,2,2,2,,,,,,,6,99,1,1,1,1,1,0,1,4,3,2014-2015,0,5,0,48,8942
002194,047,11,02,2,2,1,29,1,1,4,2,99,99,1,5,2,1,45,2,2,7,1,4,6,2,2,1,1,1,1,0,0,0,1,2,2,2,2,1,3,5,4,4,2,2,2,1,1,7,1,1,0,2,3,3,2014-2015,0,11,50,45,10166
002196,049,11,01,2,2,2,60,5,1,4,2,99,99,2,5,2,1,40,2,2,8,3,4,4,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,4,6,4,2,1,6,99,1,1,1,1,1,0,3,4,3,2014-2015,0,7,200,40,14366
002196,049,11,02,2,2,1,24,6,1,4,6,1,1,2,4,2,1,56,2,2,5,1,4,7,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,4,6,4,2,1,6,99,1,1,1,1,1,0,3,4,3,2014-2015,0,.5,200,56,26637
002196,112,11,01,2,1,1,53,2,1,4,6,1,1,1,2,2,1,60,2,2,1,1,1,3,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,4,5,4,1,1,6,99,1,1,1,2,1,0,3,4,3,2014-2015,1,9.666667,100,60,23467
002200,016,11,04,2,2,2,46,5,1,3,2,99,99,2,5,2,1,40,2,2,6,2,4,6,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,4,5,4,5,4,2,2,1,1,1,1,1,0,4,6,3,2014-2015,0,4,600,40,14703
002200,082,11,01,2,2,1,53,2,1,3,2,99,99,1,5,2,1,60,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,4,5,1,4,3,2,1,1,1,1,1,1,0,2,5,3,2014-2015,0,27,100,60,25084
002200,082,11,02,2,2,2,51,2,1,3,2,99,99,1,5,2,1,48,2,2,6,2,4,7,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,4,5,1,4,3,2,1,1,1,1,1,1,0,2,5,3,2014-2015,0,27,100,48,19140
002200,105,11,01,2,2,1,39,1,1,4,6,1,1,2,5,2,1,70,2,2,1,1,4,6,2,2,1,2,1,0,0,0,0,1,1,2,2,2,1,4,5,4,3,2,2,1,1,1,1,1,1,0,2,5,3,2014-2015,0,10.583333,250,70,40102
002221,067,12,01,2,2,1,63,1,1,3,2,99,99,1,5,1,1,48,2,2,6,2,4,8,2,2,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,4,7,6,2,1,1,1,1,1,1,0,4,7,3,2014-2015,0,9,500,48,19845
002221,099,11,01,2,2,1,51,1,1,2,99,1,1,99,1,2,1,96,2,2,6,2,4,6,2,2,1,1,1,0,0,0,0,2,2,2,2,2,1,1,5,4,4,3,1,99,1,1,1,1,1,0,3,3,3,2014-2015,0,14,500,96,23948
002228,027,11,03,2,2,2,34,4,1,1,99,1,1,99,1,2,1,60,2,2,6,2,4,10,2,1,1,2,1,0,0,0,0,2,2,1,2,2,1,1,3,4,7,4,2,1,1,1,1,1,1,1,3,5,3,2014-2015,0,5,0,60,55405
002228,052,11,01,2,2,1,64,2,1,2,99,2,1,99,1,2,1,42,2,2,6,2,4,10,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,4,7,4,2,1,1,1,1,1,1,0,4,6,3,2014-2015,0,20,800,42,9480
002228,052,11,02,2,2,2,66,2,1,3,2,99,99,1,5,2,1,36,2,2,5,2,4,6,2,2,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,4,7,4,2,1,1,1,1,1,1,0,4,6,3,2014-2015,0,43,800,36,40669
